URL,性能分数,LCP,LCP评级,TTFB,TTFB评级,FCP,FCP评级,TBT,TBT评级,CLS,CLS评级,INP,INP评级,LCP元素/来源,最大阻塞资源,INP交互元素,错误信息
https://www.ainvest.com/news/cch-holdings-plunges-20-8-sharp-intraday-drop-2512/,48,3.54s,NI,356ms,GOOD,2.42s,NI,20.26s,POOR,0.031801871011415815,GOOD,,N/A,"","","",
https://www.ainvest.com/news/chick-fil-chicken-shift-sparks-consumer-backlash-retail-investors-2512/,32,16.33s,POOR,159ms,GOOD,2.42s,NI,16.89s,POOR,0.03152388262844889,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/work-medical-wok-plummets-96-8-market-meltdown-unveiled-2512/,49,3.45s,NI,163ms,GOOD,2.29s,NI,22.45s,POOR,0.037046585170058405,GOOD,,N/A,"","","",
https://www.ainvest.com/news/milestone-pharmaceuticals-plummets-33-sharp-selloff-2512/,47,3.63s,NI,180ms,GOOD,2.55s,NI,21.49s,POOR,0.03493211420237805,GOOD,,N/A,"","","",
https://www.ainvest.com/news/astera-labs-alab-plunges-11-5-volatile-session-fueling-selloff-2512/,49,3.37s,NI,20ms,GOOD,2.42s,NI,20.60s,POOR,0.023091568345118944,GOOD,,N/A,"","","",
https://www.ainvest.com/news/chubb-potential-acquisition-aig-strategic-succession-shareholder-shifting-insurance-landscape-2512/,32,15.97s,POOR,15ms,GOOD,2.42s,NI,11.01s,POOR,0.029615029065409366,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/activist-pressures-sps-pursue-sale-stock-rises-2512/,34,6.20s,POOR,266ms,GOOD,2.42s,NI,21.34s,POOR,0.06756107750163774,GOOD,,N/A,"","","",
https://www.ainvest.com/news/altor-buy-evac-600m-deal-bolstering-clean-marine-tech-portfolio-2512/,32,8.20s,POOR,129ms,GOOD,2.42s,NI,21.63s,POOR,0.07309999499640844,GOOD,,N/A,"","","",
https://www.ainvest.com/news/oriental-culture-ocg-plunges-86-9-intraday-volatility-2512/,33,14.55s,POOR,371ms,GOOD,2.27s,NI,10.76s,POOR,0.03132002448093982,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/marex-broker-faces-disciplinary-action-expletive-laden-rant-2509/,49,3.40s,NI,140ms,GOOD,2.42s,NI,10.49s,POOR,0.03143121983412659,GOOD,,N/A,"","","",
https://www.ainvest.com/news/carmakers-copy-china-models-road-faster-ft-2512/,32,15.56s,POOR,126ms,GOOD,2.42s,NI,10.47s,POOR,0.05241240538471022,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/garena-free-fire-max-redeem-codes-exclusive-game-rewards-2505/,32,15.92s,POOR,16ms,GOOD,2.42s,NI,10.21s,POOR,0.023091568345118944,GOOD,,N/A,"div > div#news-content > div.news-content-parsed > p","","",
https://www.ainvest.com/news/credo-technology-plummets-7-47-sudden-selloff-2512/,31,37.28s,POOR,349ms,GOOD,2.57s,NI,13.71s,POOR,0.023091568345118944,GOOD,,N/A,"div.termly-styles-root-b0aebb > div.termly-styles-main-bf5ef8 > div.termly-styles-content-fcefe4 > div.termly-styles-message-e9e76f","","",
https://www.ainvest.com/news/sharp-drop-paranovus-pavs-technical-market-flow-deep-dive-2512/,35,6.14s,POOR,290ms,GOOD,2.42s,NI,11.60s,POOR,0.05262279070092954,GOOD,,N/A,"","","",
https://www.ainvest.com/news/american-bitcoin-abtc-buy-60-selloff-assessing-strategy-lock-risks-2512/,32,5.74s,POOR,139ms,GOOD,2.42s,NI,14.62s,POOR,0.12588581900089654,NI,,N/A,"","","",
https://www.ainvest.com/news/work-medical-wok-plummets-95-6-volatility-2512/,48,3.43s,NI,163ms,GOOD,2.50s,NI,13.83s,POOR,0.019772214755038594,GOOD,,N/A,"","","",
https://www.ainvest.com/news/widespread-outages-amazon-web-services-thousands-websites-offline-2512/,32,16.40s,POOR,136ms,GOOD,2.42s,NI,17.28s,POOR,0.03909840418719521,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/video-ripple-xrp-donald-trump-dropped-bombshell-means-xrp-crypto-2511/,19,16.73s,POOR,304ms,GOOD,2.27s,NI,14.07s,POOR,0.27766242274390845,POOR,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/ella-langley-lakefront-purchase-signals-southern-real-estate-renaissance-driven-country-music-2507/,32,8.39s,POOR,293ms,GOOD,2.57s,NI,14.38s,POOR,0.033988712957422264,GOOD,,N/A,"","","",
https://www.ainvest.com/news/aimei-health-afjk-surges-482-intraday-trading-fueling-volatility-2512/,32,14.78s,POOR,428ms,GOOD,2.57s,NI,16.43s,POOR,0.03196866404119597,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/aspc-soars-129-5-intraday-surge-fueling-volatility-2512/,32,32.19s,POOR,209ms,GOOD,2.42s,NI,17.46s,POOR,0.0316165454227712,GOOD,,N/A,"div.termly-styles-root-b0aebb > div.termly-styles-main-bf5ef8 > div.termly-styles-content-fcefe4 > div.termly-styles-message-e9e76f","","",
https://www.ainvest.com/news/mck-plummets-2-6-institutional-shifts-bearish-technicals-2512/,33,17.06s,POOR,201ms,GOOD,2.27s,NI,19.40s,POOR,0.03267290127804551,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/trump-launched-deadly-strike-isis-terrorist-nigeria-2512/,32,16.17s,POOR,138ms,GOOD,2.42s,NI,17.13s,POOR,0.034715113922566807,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/abc-boss-hugh-marks-marries-partner-alexi-baker-intimate-ceremony-2512/,37,5.37s,POOR,131ms,GOOD,2.42s,NI,17.99s,POOR,0.02942970347676475,GOOD,,N/A,"","","",
https://www.ainvest.com/news/microsoft-major-tech-stock-split-2026-2512/,35,6.29s,POOR,232ms,GOOD,2.42s,NI,17.33s,POOR,0.06121369904712954,GOOD,,N/A,"","","",
https://www.ainvest.com/news/boj-gradually-offload-534-billion-etfs-starting-january-2512/,32,33.43s,POOR,161ms,GOOD,2.42s,NI,19.22s,POOR,0.031394154716397664,GOOD,,N/A,"div.termly-styles-root-b0aebb > div.termly-styles-main-bf5ef8 > div.termly-styles-content-fcefe4 > div.termly-styles-message-e9e76f","","",
https://www.ainvest.com/news/overvalued-stocks-sell-2026-market-correction-2512/,31,50.91s,POOR,149ms,GOOD,2.43s,NI,19.88s,POOR,0.06182451760260143,GOOD,,N/A,"div.termly-styles-root-b0aebb > div.termly-styles-main-bf5ef8 > div.termly-styles-content-fcefe4 > div.termly-styles-message-e9e76f","","",
https://www.ainvest.com/news/strategic-financial-implications-potential-chubb-aig-merger-2512/,35,6.33s,POOR,359ms,GOOD,2.43s,NI,21.93s,POOR,0.03656473863958241,GOOD,,N/A,"","","",
https://www.ainvest.com/news/fatal-accident-fosterville-gold-53-year-man-dies-trapped-machinery-2512/,32,16.14s,POOR,139ms,GOOD,2.42s,NI,8.41s,POOR,0.03224665242416289,GOOD,,N/A,"div > div#news-content > div.news-content-parsed > p","","",
https://www.ainvest.com/news/video-100-honest-review-deephash-deephash-legit-scam-pay-2511/,21,16.51s,POOR,250ms,GOOD,2.27s,NI,9.03s,POOR,0.23270483070874898,NI,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/brazils-real-tumbles-2-3-bolsonaro-endorsement-spooks-investors-2512/,35,6.06s,POOR,281ms,GOOD,2.42s,NI,9.14s,POOR,0.03152388262844889,GOOD,,N/A,"","","",
https://www.ainvest.com/news/chris-camillo-42-million-trading-success-power-social-arbitrage-2502/,32,17.63s,POOR,165ms,GOOD,2.42s,NI,10.65s,POOR,0.023091568345118944,GOOD,,N/A,"div.pb-[48px] > div > div#news-content > div.news-content-parsed","","",
https://www.ainvest.com/news/bitcoin-news-today-krugman-bitcoin-plunge-tied-fading-trump-trade-speculation-2512/,47,3.67s,NI,224ms,GOOD,2.42s,NI,8.21s,POOR,0.03512978908179125,GOOD,,N/A,"","","",
https://www.ainvest.com/news/bill-hemmer-exit-reshapes-fox-news-daytime-lineup-dana-perino-collaboration-2508/,32,16.23s,POOR,14ms,GOOD,2.42s,NI,9.57s,POOR,0.023091568345118944,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
https://www.ainvest.com/news/sap-stock-slumps-falling-employee-trust-restructuring-frustrations-2511/,35,5.98s,POOR,17ms,GOOD,2.42s,NI,11.68s,POOR,0.058697408151395694,GOOD,,N/A,"","","",
https://www.ainvest.com/news/dogs-dow-contrarian-strategy-2025-2026-2511/,32,61.44s,POOR,168ms,GOOD,2.42s,NI,13.18s,POOR,0.033562464103539656,GOOD,,N/A,"div.termly-styles-root-b0aebb > div.termly-styles-main-bf5ef8 > div.termly-styles-content-fcefe4 > div.termly-styles-message-e9e76f","","",
https://www.ainvest.com/news/novo-nordisk-2026-crossroads-regulatory-pressure-pipeline-uncertainty-2512/,44,3.69s,NI,21ms,GOOD,2.42s,NI,10.71s,POOR,0.0672832223787591,GOOD,,N/A,"","","",
https://www.ainvest.com/news/polestar-1-30-reverse-split-lifeline-temporary-fix-shareholder-2512/,32,15.24s,POOR,16ms,GOOD,2.42s,NI,10.26s,POOR,0.03497093857723872,GOOD,,N/A,"div > div.w-full > div.pb-[48px] > h1.text-[28px]","","",
